V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Intro1,Intro2,Intro3,Intro4,Q92,mic1,mic2,mic3,mic4,mic5,like7,likecont_1,friends,Q69,Q101,attn1,attn2,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,attnchk1,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,age,gender,race_1,sex,sex_TEXT,job,edu_1,income_1,recall,Q34,honest1_12,cult1_12,advent1_12,indep1_12,persis1_12,thrifty1_12,Q159,honest2_12,advent2_12,intel2_12,greg2_12,persis2_12,Q166,loyal3_12,metic3_12,intel3_12,thrifty3_12,persis3_12,Q173,metic4_12,intel4_12,greg4_12,stub4_12,loyal4_12,Q180,greg5_12,fun5_12,advent5_12,intel5_12,persis5_12,prevmic,comments,Q96,micpass,LocationLatitude,LocationLongitude,LocationAccuracy,const_base,recall_sum,recall_avg
R_2UWPYmFKpYd1VPK,Default Response Set,Anonymous,,,64.251.133.45,0,2/22/16 9:10,2/22/16 9:24,1,1,1,1,1,1,,,1,,,4,4,4,1,1,survey,survey,5,1,3,4,5,4,5,4,5,3,6,1,3,2,5,5,2,3,4,5,5,5,2,3,4,2,1,4,3,4,2,2,2,4,3,5,3,2,4,5,2,1,53,1,4,1,,repair technician,7,2,"Michael makes a point to have dinner with his parents once a week, even if it compromises another activity. He is very detail-oriented, and will use extra time to make sure a task is completed to his satisfaction. Michael is very frugal with his money, and unless it is a dire emergency, he will not loan to friends.",,,,,,,,,,,,,,1,6,6,5,2,4,,,,,,,,,,,,,2,,1,mic3,38.34570313,-91.48139954,-1,2.395989011,107.2,2.280851064
R_3gLzc3qCGjnWImM,Default Response Set,Anonymous,,,184.226.9.237,0,2/22/16 9:18,2/22/16 9:28,1,1,1,1,1,1,,,,1,,5,4,5,1,1,survey,survey,2,2,2,5,6,2,3,3,5,5,5,1,2,2,2,6,1,2,5,6,3,2,2,5,4,2,2,4,2,4,2,2,4,4,4,3,3,3,3,2,2,4,39,2,4,1,,server,6,2,"Micheal takes a long time before making a final decisions.  He likes to ponder and think extensively on issues.  He enjoys meeting people, but may not remember your name since he is always caught up in the sodial aspect rather than the personal aspect of meeting people. So if he makes an appointment or date with you, he'll probably forget about it. ",,,,,,,,,,,,,,,,,,,,1,6,5,2,3,6,,,,,,,2,,1,mic4,29.75230408,-95.36699677,-1,2.431037736,123.15,2.414705882
R_3ijK4wos6XG2UL2,Default Response Set,Anonymous,,,72.192.99.199,0,2/22/16 9:21,2/22/16 9:32,1,1,1,1,1,1,1,,,,,3,4,3,1,1,survey,survey,6,5,3,6,6,1,1,5,1,5,2,1,3,6,1,6,5,5,1,1,5,2,2,1,4,1,2,5,5,1,2,3,3,4,3,4,3,3,1,3,3,1,33,2,1,1,,Mturk,5,3,"He clips coupons, doesn't care whether he has friends or not. He likes to put his life in danger and he has several times. He likes to discuss foreign art and culture.",1,3,3,2,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,36.06069946,-95.80639648,-1,2.532282609,68.77,2.7508
R_3rHB0t8kW1x2v0N,Default Response Set,Anonymous,,,174.23.93.222,0,2/22/16 9:23,2/22/16 9:36,1,1,1,1,1,1,,1,,,,4,2,2,1,1,survey,survey,5,2,4,6,5,4,5,6,5,3,5,1,2,1,4,5,5,4,2,5,5,2,1,2,3,2,2,6,6,5,2,1,3,4,3,4,3,4,3,1,4,1,34,1,4,1,,Assistant Manager,8,4,"Michael is abrupt when talking about people. He likes and seeks adventure even if it is dangerous. He has gone mou tain biking at night, did cross country skiing, sky dived. He is well spoken and as a result makes friends easily. He talks to so many people quickly that it can seen he is hurried and does not have time. He likes to read books. He knows a lot of information and can speak on many topics. ",,,,,,,,1,4,1,5,1,1,,,,,,,,,,,,,,,,,,,2,None,1,mic2,40.65829468,-111.9231033,-1,2.43,164.7,2.7
R_3n9hOFbx7RH8dWo,Default Response Set,Anonymous,,,98.216.151.127,0,2/22/16 9:28,2/22/16 9:37,1,1,1,1,1,1,,,,1,,5,4,4,1,1,survey,survey,4,3,3,5,5,4,4,5,4,4,3,2,3,3,5,4,4,5,4,4,4,4,4,2,5,3,3,5,5,4,2,4,3,4,3,4,3,4,3,4,3,4,34,1,4,1,,student counselor,6,3,"detail oriented, takes time to finish work, articulate",,,,,,,,,,,,,,,,,,,,1,5,4,4,4,4,,,,,,,2,,1,mic4,43.00790405,-71.49500275,-1,2.431037736,12.21,2.442
R_PzDyL4ij0dTYSNH,Default Response Set,Anonymous,,,68.63.66.182,0,2/22/16 9:24,2/22/16 9:38,1,1,1,1,1,1,,,1,,,4,4,4,1,1,survey,survey,5,1,2,6,6,5,5,4,5,4,6,1,6,5,5,4,1,2,5,4,3,4,1,2,4,1,1,4,1,3,2,3,2,4,2,4,3,4,3,4,3,2,43,2,4,1,,researcher,10,4,"Michael is very close with his parents and keeps in contact all the time, making sure to make time for them several times per week, often at the expense of spending time with friends.  / He is very smart and is often is very successful at work tasks, although sometimes his high orientation to detail makes him overthink and overcomplicate simple tasks and makes it difficult for him to designate tasks as 'finished'. Because of this he sometimes misses deadlines.  / He is very careful with his money, shops at thriftstores, makes use of internet promotions and coupons. He prefers not to lend money to friends unless it is a dire need.  / He is very reliable, if he makes up his mind to do something it can be considered done.  / ",,,,,,,,,,,,,,1,6,5,5,1,4,,,,,,,,,,,,,2,I don't have any,1,mic3,30.47309875,-84.21759796,-1,2.395989011,234.65,2.300490196
R_sRJMVQsoltz2lpL,Default Response Set,Anonymous,,,166.175.59.163,0,2/22/16 9:27,2/22/16 9:39,1,1,1,1,1,1,,,,,1,5,4,4,1,1,survey,survey,5,1,2,5,4,4,2,5,4,5,4,1,5,4,5,5,1,2,2,5,3,2,2,5,5,2,2,4,4,2,2,2,3,4,3,4,3,4,4,4,3,4,35,2,4,1,,homemaker,7,4,Michael was considered by his friends to bring energy to the party. He sometimes got thrown out of clubs for being too rowdy.  ,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,5,6,2,,1,mic5,41.8500061,-87.65000153,-1,2.449836066,46.65,2.3325
R_10Pgdckdl7BBqIe,Default Response Set,Anonymous,,,128.205.162.28,0,2/22/16 9:43,2/22/16 9:54,1,1,1,1,1,1,1,,,,,1,1,1,1,1,survey,survey,5,2,3,6,4,4,4,4,4,3,5,2,3,1,4,5,1,2,4,5,4,4,1,3,5,2,3,4,4,3,2,2,2,4,2,4,2,4,2,2,4,2,31,1,4,1,,Financial Clerk,8,2,"Michael does not have many friends outside of work. He feels he doesn't need people, and relies only on himself. Michael is a risk-taker and is very adventurous. He has piloted a high-speed boat, skydived, and kayaked in the Colorado rapids. He has been injured and risked death many times. Michael is a person who makes up his mind, and then refuses to change it. If he sets out on a course of action, he sticks to it, even if it would be a good idea to change it. Michael is a saver of money, and he doesn't give money to charity or lend to friends.",1,1,4,5,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,No concerns,1,mic1,42.7684021,-78.88710022,-1,2.532282609,185.87,2.413896104
R_1cZi6wgeGqrH6ld,Default Response Set,Anonymous,,,24.209.0.162,0,2/22/16 9:49,2/22/16 9:57,1,1,1,1,1,1,,,1,,,5,5,5,1,1,survey,survey,5,3,2,5,4,3,4,2,5,5,5,1,5,1,2,2,2,1,2,5,2,3,1,4,3,1,4,5,2,4,2,2,1,3,2,5,2,5,2,4,3,2,47,1,4,1,,Researcher,10,4,"Micheal is a very cautious person.  He is reliable.  When he makes a decision or starts a task he sticks to it until the end.  He is rigid in his thought processes.  He does not change his mind, even when it would be beneficial to do so.  He tends to talk about things he has read and is interested in, even if it is not that interesting to someone else. ",,,,,,,,,,,,,,1,6,5,3,6,2,,,,,,,,,,,,,2,No comments,1,mic3,39.05740356,-84.33999634,-1,2.395989011,145.95,2.392622951
R_30e0auWqHQZMmJC,Default Response Set,Anonymous,,,104.15.168.175,0,2/22/16 9:51,2/22/16 10:01,1,1,1,1,1,1,,,,1,,5,5,5,1,1,survey,survey,5,1,5,6,6,3,2,5,1,1,3,1,1,4,4,6,4,2,2,5,6,1,1,1,5,1,1,6,6,1,2,1,4,5,4,2,4,5,2,2,4,1,32,2,4,1,,homemaker,7,5,"He is detail oriented, but can sometimes be a problem with making things late. He tends to stray off topic when talking, but is very personable. He has dinner with his parents weekly even if that means missing out on activities with his friends. He is an over achiever. Makes friends easily at social functions. ",,,,,,,,,,,,,,,,,,,,1,6,6,5,6,6,,,,,,,2,,1,mic4,30.65179443,-95.5542984,-1,2.431037736,107.3,2.438636364
R_2rD879dwrGGCsZx,Default Response Set,Anonymous,,,24.93.67.156,0,2/22/16 10:08,2/22/16 10:17,1,1,1,1,1,1,,,,,1,4,1,1,1,1,survey,survey,6,4,4,6,6,3,3,5,3,3,4,1,1,5,3,6,4,3,3,3,5,2,3,1,5,2,4,6,5,1,2,2,2,5,1,5,1,5,1,1,4,1,33,1,4,1,,Attorney,10,5,"He is a good conversationalist, but his conversations can come off hurried.  He drinks and brings energy to events, but also has gotten kicked out of bars. /  / He like adventurous pursuits, he has climbed Mt. Mickinley, shot the rapids down the Colorado river in a kayak, gone Downhill Mountain biking at night, and suffered injuries and cheated death on several occasions.   He also reads a lot, and tends to interject about the books he has read, even when it is not pertinent to the conversation at hand. ",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,2,1,2,"None, thanks!",1,mic5,35.10740662,-80.82579803,-1,2.449836066,150.74,2.554915254
R_eaj5DzBoGmJKurL,Default Response Set,Anonymous,,,199.115.118.82,0,2/22/16 10:11,2/22/16 10:18,1,1,1,1,1,1,,1,,,,5,4,4,1,1,survey,survey,6,1,5,6,6,2,1,6,6,5,6,1,1,1,6,6,1,1,5,6,6,5,1,1,6,1,1,6,6,4,2,3,5,4,3,2,5,5,3,3,4,1,26,1,4,1,,Office Manager,6,5,He takes chances and has gotten injured and come close to death several times. He is quick to make plans with people but often doesn't follow through. When he is with people he has a hard time keeping his full attention on them. He corrects people's grammatical errors. He likes sports. He likes to do things perfectly.,,,,,,,,1,6,2,2,4,6,,,,,,,,,,,,,,,,,,,2,none,1,mic2,13.08329773,80.28329468,-1,2.43,126.97,2.821555556
R_1flaUVLLGKLiNz6,Default Response Set,Anonymous,,,73.46.162.218,0,2/22/16 10:22,2/22/16 10:29,1,1,1,1,1,1,,,,,1,5,4,5,1,1,survey,survey,6,3,6,5,5,6,4,6,4,4,4,1,2,2,4,5,4,2,3,3,5,4,2,2,4,2,2,5,6,4,2,1,4,4,4,3,3,4,2,2,5,3,29,1,4,1,,manager,6,4,"He has been skydiving, climbed a mountain. Super adventurous. At parties he talks with people and sometimes he talks about books he has read even when they don't fit into the conversation. He is a go-getter, once he makes up his mind about something, it can't be changed. Also, he has risked his life before to do something adventurous. ",,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,6,2,2,,1,mic5,26.12089539,-80.12729645,-1,2.449836066,111.5,2.654761905
R_sTCJW86jxFZZmil,Default Response Set,Anonymous,,,24.107.114.166,0,2/22/16 10:20,2/22/16 10:29,1,1,1,1,1,1,,,,1,,5,4,4,1,1,survey,survey,5,2,1,5,5,2,2,4,3,5,5,1,5,1,2,5,1,1,3,4,1,1,1,2,5,1,3,5,4,1,2,1,3,4,3,4,3,4,2,2,4,2,33,2,4,1,,homemaker,8,5,He reads a lotand talks about the latest thing he has learned abouteven if it has nothing to do with the topic at hand.  He is very diligent inhis work. Hecalls his parents  weekly and sees them and is committedto that evenat the expense  of seeing friends.,,,,,,,,,,,,,,,,,,,,1,1,4,1,4,5,,,,,,,2,,1,mic4,38.56469727,-90.53569794,-1,2.431037736,80.15,2.357352941
R_1et3rhgcrg0bXas,Default Response Set,Anonymous,,,24.255.4.167,0,2/22/16 10:28,2/22/16 10:34,1,1,1,1,1,1,,,1,,,1,1,1,1,1,survey,survey,5,2,3,4,6,4,2,5,5,3,5,2,4,6,5,4,2,2,6,6,3,3,3,3,5,4,2,5,4,4,2,3,2,2,1,5,2,3,3,2,3,3,62,2,4,1,,retired,7,4,cheap very careful won't loan money calls his parents all the time and sees them all the time very organized and sometimes that makes him late ,,,,,,,,,,,,,,1,5,6,0,0,0,,,,,,,,,,,,,2,,1,mic3,33.67469788,-112.3672028,-1,2.395989011,49.93,2.377619048
R_30bZRBJ5p8SmoyX,Default Response Set,Anonymous,,,73.46.162.218,0,2/22/16 10:27,2/22/16 10:40,1,1,1,1,1,1,1,,,,,1,1,1,1,1,survey,survey,5,2,4,5,4,4,5,4,5,3,5,1,4,5,5,4,5,3,3,5,4,4,3,3,4,2,2,4,4,5,2,2,3,3,3,4,3,4,2,4,4,3,30,2,4,1,,Medical student,9,4,"Michael tells his friends that he has never thought about cheating. Besides work contacts he has very few friends. He has begun to find interest in cultural things such as art and exotic cuisine, which he speaks of frequently. Michael seeks excitement through extreme activities. He has risked injury and even death through these activities.",1,2,2,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,26.12089539,-80.12729645,-1,2.532282609,94.58,2.488947368
R_RfTj8vrvE30t5sZ,Default Response Set,Anonymous,,,173.78.16.238,0,2/22/16 10:43,2/22/16 10:54,1,1,1,1,1,1,1,,,,,2,1,3,1,1,survey,survey,3,5,4,4,3,5,5,5,4,3,4,3,4,6,5,4,3,4,4,5,3,4,5,4,5,4,3,5,3,2,5,3,4,3,4,4,4,3,3,2,3,4,23,1,3,1,,IT manager,7,3,"Michael was a person that didn't like to rely on others, so he always saved his money. ",1,6,1,6,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,27.93919373,-82.47229767,-1,2.532282609,35.4,2.528571429
R_12LMLfoJH0jQxHd,Default Response Set,Anonymous,,,107.222.112.218,0,2/22/16 10:52,2/22/16 10:59,1,1,1,1,1,1,,,,1,,4,2,2,1,1,survey,survey,3,4,5,5,5,2,4,5,5,3,5,2,2,5,5,5,5,2,5,5,5,4,3,2,5,4,3,5,5,5,2,2,1,4,3,4,2,5,3,2,4,1,27,1,4,1,,Bartender,8,4,He is very detail oriented. He perseveres through tasks that may be more difficult than he thought. When he begins a project he always follows through. He is very sociable and meets new people easily. Sometimes he makes plans without intent to follow through because he enjoys the interaction so much. He is very close with his parents. He calls them often and has dinner with them once per week. ,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,,,,,,,2,,1,mic4,38.25900269,-85.6608963,-1,2.431037736,147.16,2.537241379
R_8DlHkKH59RN8apH,Default Response Set,Anonymous,,,74.204.128.192,0,2/22/16 10:44,2/22/16 11:04,1,1,1,1,1,1,,1,,,,6,6,6,1,1,survey,survey,5,3,5,6,6,2,3,5,2,1,4,1,4,4,1,5,4,2,2,6,5,1,3,1,4,2,3,6,5,3,2,2,1,4,3,4,3,5,2,2,5,1,26,2,3,1,,Sales Representative,8,3,"He always wants to says exactly what's on his mind. He spends a lot of his time in search of excitement and adventure. Micheal reads a lot. He is a skilled conversationalist and make acquaintance easily. Once he makes up his mind it is as good as done. Micheal has climbed Mt. McKinley, done skydiving, shot the Colorado rapids in a kayak. He is a good speaker.",,,,,,,,1,5,4,3,5,6,,,,,,,,,,,,,,,,,,,2,,1,mic2,39.08880615,-96.78849792,-1,2.43,132.8,2.553846154
R_3koYsbWuNVt59TG,Default Response Set,Anonymous,,,140.254.70.165,0,2/22/16 10:56,2/22/16 11:09,1,1,1,1,1,1,,,,,1,4,2,2,1,1,survey,survey,5,1,3,5,6,5,5,5,6,2,4,1,3,3,5,5,1,2,4,6,4,4,2,6,4,1,1,5,5,5,2,2,2,3,2,4,2,4,2,2,4,2,22,1,4,1,,Research Assistant,8,5,He sometimes gets kicked out of parties. He is a go-getter. ,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,5,5,3,2,,1,mic5,40.0532074,-83.02200317,-1,2.449836066,17.08,2.44
R_r1FmjCHiOlPCa5j,Default Response Set,Anonymous,,,47.18.211.203,0,2/22/16 11:05,2/22/16 11:13,1,1,1,1,1,1,,1,,,,5,5,5,1,1,survey,survey,4,2,2,5,5,5,5,5,5,3,5,2,5,2,5,5,2,2,5,5,2,5,2,5,4,5,2,5,2,2,2,4,1,1,3,5,3,4,3,4,1,2,45,1,4,1,,self employed,8,1,"Michael often speaks his mind. Michael engages in sports that are often times dangerous. Michael once did backcountry skiing without avalanche training. Michael does well in social situations, likes to talk to people and makes friends easily.",,,,,,,,1,5,4,5,1,3,,,,,,,,,,,,,,,,,,,2,Thanks for the opportunity to participate. Good luck with your research and have a great day.,1,mic2,40.67140198,-73.93609619,-1,2.43,73.93,2.738148148
R_cHgV9N1EBR5nqb7,Default Response Set,Anonymous,,,71.104.96.205,0,2/22/16 9:33,2/22/16 11:16,1,1,1,1,1,1,,,1,,,4,5,4,1,1,survey,survey,6,2,6,6,6,4,5,6,4,4,5,1,3,1,4,6,2,4,4,6,6,2,1,1,6,2,1,6,6,4,2,2,3,5,1,4,3,5,3,3,5,1,27,1,6,1,,Desktop Support Technician,8,4,"Michael was very close with his parents and visited them as often as possible, often at the expense of seeing friends. Michael is very thrifty and often shops in thrift stores and uses internet discounts. Michael doesn't believe in loaning money to friends unless the situation is dire. ",,,,,,,,,,,,,,1,4,6,6,2,3,,,,,,,,,,,,,2,,1,mic3,34.09950256,-117.5807953,-1,2.395989011,73.41,2.159117647
R_25L6v6xa2WaTJef,Default Response Set,Anonymous,,,98.101.111.14,0,2/22/16 11:20,2/22/16 11:26,1,1,1,1,1,1,,1,,,,3,3,3,1,1,survey,survey,5,3,3,4,4,3,4,4,4,5,4,1,4,4,4,4,4,4,4,5,4,4,2,2,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,2,29,1,4,1,,exec admin asst,8,4,I forgot already,,,,,,,,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,2,,1,mic2,36.12069702,-79.89459991,-1,2.43,3.82,1.91
R_d4sfqANi0STnSuZ,Default Response Set,Anonymous,,,173.218.75.141,0,2/22/16 11:21,2/22/16 11:26,1,1,1,1,1,1,,,,1,,2,1,1,1,1,survey,survey,4,5,4,4,3,3,4,5,4,4,5,4,5,5,4,4,5,5,4,5,5,5,5,2,4,5,4,5,4,5,4,4,4,3,4,4,3,3,4,4,4,4,31,1,4,1,,manager,8,3,Michael is a person that is diligent but doesn't get things done on time. He likes to read and lets you know about how smart he is. He can get along with people make plans and then not follow through on them,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,,,,,,,2,,1,mic4,37.02709961,-93.31929779,-1,2.431037736,92.05,2.556944444
R_3R9PdyXFciQvG7z,Default Response Set,Anonymous,,,67.183.47.94,0,2/22/16 11:16,2/22/16 11:28,1,1,1,1,1,1,,,,,1,5,5,6,1,1,survey,survey,6,1,5,5,6,6,1,5,6,6,4,1,3,1,6,5,4,5,1,6,5,1,4,2,4,2,1,6,5,5,2,3,3,4,3,4,3,4,1,4,3,2,38,2,4,1,,Homemaker ,6,4,"Michael is a very outgoing social guy. He likes to go out to bars. Sometimes he gets kicked out because he is to rowdy. He likes to read and talk about what he has read even if it doesn't have anything to do with the conversation is about. Michael is very well versed and can easily carry on a conversation. He is very adventurous and likes to take risks, even if they are life threatening. He has kayaked Rapids and climbed mountains.",,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,6,5,6,2,,1,mic5,48.0585022,-122.148201,-1,2.449836066,158.9,2.407575758
R_3fCtiiIHEEmlE2Z,Default Response Set,Anonymous,,,50.32.211.241,0,2/22/16 11:24,2/22/16 11:33,1,1,1,1,1,1,1,,,,,3,3,2,1,1,survey,survey,4,5,4,4,2,3,2,5,1,5,4,1,3,5,2,3,2,2,5,5,4,3,3,5,3,2,2,4,2,1,2,2,3,2,2,3,3,2,2,4,1,2,28,2,4,3,,Self-Employed,6,4,"When Michael was a student, he would tell on fellow classmates that he saw engaging in unethical behavior such as cheating. He has never thought about cheating, he claims. /  / Michael is trying to keep up-to-date with cultural knowledge. He often discusses foreign cultures and art with friends. /  / Michael has limited contact with people outside of business. He feels he doesnâ€™t need to rely on anyone. /  / Michael rarely changes his mind once he has made a decision, even when it might be better if he did. /  / Michael tries to save money. He uses coupons, buys things on sale, does not donate money to charity or lend his money to his friends. /  / Michael has a lot of exciting hobbies. He's climbed Mt. McKinley, has gone skydiving, went down the Colorado rapids in a kayak. He's also participated in a demolition derby. Though he doesn't know much about boats, he's piloted a jet-powered one. Due to this, he has been injured and risked death.",1,1,4,1,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,40.1085968,-76.0707016,-1,2.532282609,291.27,2.577610619
R_21zvlbZP51NSJx9,Default Response Set,Anonymous,,,108.218.129.82,0,2/22/16 11:25,2/22/16 11:34,1,1,1,1,1,1,,,1,,,5,5,4,1,1,survey,survey,4,1,1,6,5,3,4,5,6,3,4,1,5,1,5,6,1,1,4,4,3,3,3,4,6,1,1,5,5,5,2,4,5,4,5,5,5,5,5,5,5,1,33,2,4,1,,Homemaker,5,3,Michael eats every night with his parents. He doesn't let friends borrow money unless its dire situation. He has adhd or something wrong with him. He misses deadlines frequently. He's a caring person,,,,,,,,,,,,,,1,6,6,6,6,4,,,,,,,,,,,,,2,Thank you,1,mic3,27.69099426,-80.65550232,-1,2.395989011,65.43,2.72625
R_3EMg2vyMo1n4lVu,Default Response Set,Anonymous,,,98.207.67.74,0,2/22/16 11:27,2/22/16 11:38,1,1,1,1,1,1,,1,,,,2,3,2,1,1,survey,survey,5,1,1,4,4,3,4,5,3,3,4,1,3,1,2,4,1,1,4,2,4,3,1,1,3,1,5,5,3,2,2,3,2,3,1,5,2,1,4,3,2,1,48,2,4,2,,none,8,2,"Michael is a thrill seeker. When he wants to do something, he makes a plan to do it and cannot be deterred even if it is something that others advise him not to do. He has many acquaintances. He is a good public speaker and can speak knowledeably about many topics. Often, he is not personable, but rather speaks to friends the same way the he would to an acquaintance. He has climbed Mt. McKinley, kayaked down a raging river and done other very adventurous things.",,,,,,,,1,5,3,2,0,5,,,,,,,,,,,,,,,,,,,2,I'm pretty sure Michael and I would not be close friends.,1,mic2,37.91810608,-122.0735016,-1,2.43,157.08,2.38
R_1mgvLS1mAhCBkva,Default Response Set,Anonymous,,,100.15.32.210,0,2/22/16 11:29,2/22/16 11:39,1,1,1,1,1,1,,,,1,,4,0,2,1,1,survey,survey,6,2,6,6,6,6,6,6,4,6,6,1,1,1,6,6,2,1,6,6,6,1,1,1,6,1,1,6,6,6,2,1,3,5,5,5,1,5,5,5,5,4,24,2,3,1,,Studio Manager,6,3,"Michael was detailed oriented. He liked meeting new people but sometimes his conversations seemed hurried. He was a perfectionist and that sometimes made him miss deadlines. However, he would continuously work on projects until he thought they were finished. He ate dinner with his family at least once a week and called them very often. Sometimes, his business interactions would keep him away from friends.",,,,,,,,,,,,,,,,,,,,1,6,6,0,6,6,,,,,,,2,,1,mic4,38.62519836,-76.87799835,-1,2.431037736,140.23,2.645849057
R_3DnbHRoUGfD5885,Default Response Set,Anonymous,,,74.110.57.235,0,2/22/16 11:36,2/22/16 11:40,1,1,1,1,1,1,,,1,,,4,4,3,1,1,survey,survey,5,4,5,4,4,3,3,2,3,3,4,3,4,3,5,3,3,4,4,3,3,4,4,4,3,3,4,3,4,4,2,3,4,3,2,4,3,3,4,3,3,4,23,1,4,1,,Student,6,3,"Michael is very hard worker, and once he sets his mind to something he drives hard to finish the task. Michael likes to maintain a relationship with his parents and eats at their house a couple of times a week. Michael has a problem ""finishing"" work, in that he constantly tries to perfect all of his tasks. Michael has a hard time spending money.",,,,,,,,,,,,,,1,3,4,2,4,4,,,,,,,,,,,,,2,N/A,1,mic3,42.83560181,-78.74839783,-1,2.395989011,124.72,2.545306122
R_T0o0gg8hfv9Q4AV,Default Response Set,Anonymous,,,70.194.14.146,0,2/22/16 11:42,2/22/16 11:47,1,1,1,1,1,1,1,,,,,5,5,4,1,1,survey,survey,4,3,3,4,3,3,3,5,4,4,4,4,3,5,3,3,4,4,3,3,4,3,4,3,4,3,4,3,3,3,2,3,2,2,2,4,2,4,2,3,3,4,29,1,4,1,,Maltster,7,3,"He was independent, a risk-taker, liked to save money with coupons, etc. He talked about foreign film and art with his friends.",1,2,4,4,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,43.07380676,-83.8608017,-1,2.532282609,41.33,2.755333333
R_VVar4ge0ZzBqMWB,Default Response Set,Anonymous,,,71.48.96.101,0,2/22/16 11:33,2/22/16 11:55,1,1,1,1,1,1,,,,,1,2,2,1,1,1,survey,survey,5,3,3,6,5,3,1,5,1,6,2,1,4,3,2,6,4,2,2,2,3,1,2,2,5,1,3,5,4,1,2,3,3,5,3,4,3,3,2,3,3,1,51,2,4,1,,Research Assistant,6,5,"Michael is a natural conversationalist and makes acquaintances easily. He talks to a lot of people at large social gatherings but his conversations seemed hurried. He sometimes makes plans that he does not follow though with because he get very wrapped up in current the social situation. He is very spontaneous.  He likes to drink a lot at parties and also likes to dance at clubs.  He sometimes gets kicked out of bars for being too rowdy.  He is always looking for adventure.  He has gone skydiving, climbed Mt. McKinley, and mountain bike riding at night.  He has been injured and even risked his own life.  He also likes to read and likes to talk about what he has read in depth, even if it is not relevant to the conversation.  He always does what he sets his mind to do, and hardly ever changes his mind.",,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,1,interesting study,1,mic5,41.15020752,-74.5714035,-1,2.449836066,296.93,2.537863248
R_2Qid65TH8eKKMGz,Default Response Set,Anonymous,,,73.253.93.71,0,2/22/16 11:59,2/22/16 12:03,1,1,1,1,1,1,,,1,,,5,5,4,1,1,survey,survey ,2,2,2,5,2,2,2,2,5,2,5,2,5,5,5,2,2,2,5,5,2,5,2,5,2,2,2,2,2,5,2,5,1,1,1,5,1,1,5,5,1,5,30,2,4,1,,mturk,8,4,the plans he makes are as good as done / he never feels as if the things he does are finished / buys clothes from the thrift store / doesn't like to loan out money to friends unless it's a dire situation ,,,,,,,,,,,,,,1,6,6,6,0,0,,,,,,,,,,,,,2,,1,mic3,41.76829529,-70.60070038,-1,2.395989011,71.7,2.312903226
R_a2XvkyNOluJMoO5,Default Response Set,Anonymous,,,98.255.225.208,0,2/22/16 12:07,2/22/16 12:15,1,1,1,1,1,1,,1,,,,2,2,2,1,1,survey,survey,2,2,5,6,6,6,6,6,6,1,5,1,1,5,5,6,2,1,6,6,6,3,1,1,6,1,1,6,6,6,2,4,3,5,4,2,3,5,3,1,4,1,19,1,4,1,,Self-Employed,5,4,"He is an adventurer who is a good conversationalist and speaker. He can make acquaintances, so many in fact that his conversations can seem insincere. He is a risk taker, and has done things like bungee jump and mountain climb with minimal training. ",,,,,,,,1,4,2,2,1,5,,,,,,,,,,,,,,,,,,,2,,1,mic2,38.4828949,-121.639801,-1,2.43,100.27,2.638684211
R_yUwbdONAxdWjY2Z,Default Response Set,Anonymous,,,71.14.37.151,0,2/22/16 12:02,2/22/16 12:20,1,1,1,1,1,1,,,,,1,6,6,6,1,1,survey,survey,6,4,4,6,6,3,4,5,4,5,4,1,2,1,1,5,2,5,2,2,4,2,4,2,4,2,2,3,5,3,2,4,5,3,3,5,3,4,4,4,5,2,25,1,3,1,,Manufacturing,6,3,"I remember him as being an articulate individual, someone who is spontaneous, and someone who is outspoken. He is something that is a thrill seeker and to many, he may be considered as someone who is accomplished in life.",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,6,6,5,2,,1,mic5,32.769104,-85.19740295,-1,2.449836066,78.31,2.237428571
